DEBT,NETWORTH,HOUSES,NFIN,ASSET
7000.0,22700.0,0.0,8500.0,29700.0
7100.0,22600.0,0.0,8500.0,29700.0
7000.0,22700.0,0.0,8500.0,29700.0
7100.0,22600.0,0.0,8500.0,29700.0
0.0,4000.0,0.0,3200.0,4000.0
0.0,4000.0,0.0,3200.0,4000.0
0.0,4000.0,0.0,3200.0,4000.0
0.0,4000.0,0.0,3200.0,4000.0
0.0,4000.0,0.0,3200.0,4000.0
0.0,82000.0,72000.0,82000.0,82000.0
0.0,81900.0,72000.0,81900.0,81900.0
0.0,81900.0,72000.0,81900.0,81900.0
0.0,81900.0,72000.0,81900.0,81900.0
0.0,81900.0,72000.0,81900.0,81900.0
36010.0,-30065.0,0.0,4700.0,5945.0
36010.0,-30170.0,0.0,4600.0,5840.0
36010.0,-30175.0,0.0,4600.0,5835.0
36010.0,-30075.0,0.0,4700.0,5935.0
36010.0,-30065.0,0.0,4700.0,5945.0
53700.0,92150.0,91000.0,136000.0,145850.0
54700.0,91150.0,91000.0,136000.0,145850.0
54700.0,91150.0,91000.0,136000.0,145850.0
54700.0,92150.0,91000.0,137000.0,146850.0
54700.0,92150.0,91000.0,137000.0,146850.0
9850.0,-149.0,0.0,9700.0,9701.0
9850.0,-149.0,0.0,9700.0,9701.0
9650.0,51.0,0.0,9700.0,9701.0
9750.0,-49.0,0.0,9700.0,9701.0
9850.0,-149.0,0.0,9700.0,9701.0
2000.0,43100.0,0.0,6300.0,45100.0
2000.0,45100.0,0.0,6300.0,47100.0
2000.0,46100.0,0.0,6300.0,48100.0
2000.0,46100.0,0.0,6300.0,48100.0
2000.0,47100.0,0.0,6300.0,49100.0
0.0,4700.0,0.0,2700.0,4700.0
0.0,4700.0,0.0,2700.0,4700.0
0.0,4700.0,0.0,2700.0,4700.0
0.0,4700.0,0.0,2700.0,4700.0
0.0,4700.0,0.0,2700.0,4700.0
3000.0,22100.0,0.0,12400.0,25100.0
3000.0,13900.0,0.0,9900.0,16900.0
3000.0,22900.0,0.0,7200.0,25900.0
3000.0,11200.0,0.0,6400.0,14200.0
3000.0,11700.0,0.0,6300.0,14700.0
59860.0,98051.0,150000.0,150000.0,157911.0
59850.0,97961.0,150000.0,150000.0,157811.0
59860.0,97951.0,150000.0,150000.0,157811.0
59850.0,97961.0,150000.0,150000.0,157811.0
58860.0,99651.0,150000.0,150000.0,158511.0
151450.0,11210.0,130000.0,161800.0,162660.0
151450.0,8310.0,130000.0,158900.0,159760.0
150550.0,-2890.0,130000.0,146800.0,147660.0
150450.0,145310.0,130000.0,294900.0,295760.0
150450.0,40310.0,130000.0,189900.0,190760.0
187800.0,199680.0,375000.0,386900.0,387480.0
187800.0,199480.0,375000.0,386700.0,387280.0
187800.0,199080.0,375000.0,386300.0,386880.0
187800.0,198580.0,375000.0,385800.0,386380.0
187800.0,200680.0,375000.0,387900.0,388480.0
434800.0,243800.0,415000.0,536900.0,678600.0
434800.0,243800.0,415000.0,536900.0,678600.0
434800.0,242800.0,415000.0,535900.0,677600.0
434800.0,243700.0,415000.0,536800.0,678500.0
434800.0,242700.0,415000.0,535800.0,677500.0
86000.0,150500.0,200000.0,226000.0,236500.0
86000.0,150500.0,200000.0,226000.0,236500.0
86000.0,150500.0,200000.0,226000.0,236500.0
86000.0,150500.0,200000.0,226000.0,236500.0
86000.0,150500.0,200000.0,226000.0,236500.0
158300.0,135350.0,275000.0,290000.0,293650.0
157600.0,135910.0,275000.0,290000.0,293510.0
162400.0,131210.0,275000.0,290000.0,293610.0
158400.0,135530.0,275000.0,290000.0,293930.0
158200.0,135500.0,275000.0,290000.0,293700.0
255280.0,64720.0,250000.0,309100.0,320000.0
259270.0,60730.0,250000.0,309100.0,320000.0
258270.0,61730.0,250000.0,309100.0,320000.0
255270.0,64730.0,250000.0,309100.0,320000.0
257270.0,62830.0,250000.0,309100.0,320100.0
23800.0,10500.0,0.0,32200.0,34300.0
23800.0,11500.0,0.0,33200.0,35300.0
23800.0,11500.0,0.0,33200.0,35300.0
23800.0,11500.0,0.0,33200.0,35300.0
23800.0,11400.0,0.0,33100.0,35200.0
3100.0,11.0,0.0,3100.0,3111.0
3100.0,11.0,0.0,3100.0,3111.0
3100.0,6.0,0.0,3100.0,3106.0
3100.0,11.0,0.0,3100.0,3111.0
3100.0,11.0,0.0,3100.0,3111.0
80800.0,14701.0,0.0,84000.0,95501.0
78900.0,16521.0,0.0,84000.0,95421.0
78600.0,18021.0,0.0,85000.0,96621.0
96800.0,-1069.0,0.0,84000.0,95731.0
100800.0,-5249.0,0.0,84000.0,95551.0
14000.0,99010.0,97000.0,113000.0,113010.0
14000.0,90020.0,88000.0,104000.0,104020.0
14000.0,88010.0,86000.0,102000.0,102010.0
14000.0,79020.0,77000.0,93000.0,93020.0
14000.0,87020.0,85000.0,101000.0,101020.0
30000.0,24850.0,30000.0,54850.0,54850.0
30000.0,27650.0,30000.0,57650.0,57650.0
30000.0,25850.0,30000.0,55850.0,55850.0
30000.0,30650.0,30000.0,60650.0,60650.0
30000.0,29450.0,30000.0,59450.0,59450.0
38450.0,610350.0,0.0,646000.0,648800.0
38000.0,484800.0,0.0,520000.0,522800.0
38000.0,485800.0,0.0,521000.0,523800.0
37000.0,486800.0,0.0,521000.0,523800.0
38000.0,502800.0,0.0,538000.0,540800.0
169000.0,489100.0,180000.0,613100.0,658100.0
169000.0,492200.0,180000.0,616200.0,661200.0
169000.0,556400.0,180000.0,680400.0,725400.0
169000.0,566100.0,180000.0,690100.0,735100.0
169000.0,499200.0,180000.0,623200.0,668200.0
37300.0,44200.0,0.0,47000.0,81500.0
37200.0,43300.0,0.0,48000.0,80500.0
37200.0,40300.0,0.0,47000.0,77500.0
37200.0,44300.0,0.0,47000.0,81500.0
37200.0,44300.0,0.0,47000.0,81500.0
0.0,190.0,0.0,0.0,190.0
0.0,190.0,0.0,0.0,190.0
0.0,190.0,0.0,0.0,190.0
0.0,190.0,0.0,0.0,190.0
0.0,190.0,0.0,0.0,190.0
162000.0,178530.0,32100.0,339400.0,340530.0
162900.0,183630.0,32100.0,345400.0,346530.0
161900.0,162630.0,32100.0,323400.0,324530.0
162000.0,180530.0,32100.0,341400.0,342530.0
162800.0,163820.0,32100.0,325500.0,326620.0
41100.0,452.0,25000.0,40000.0,41552.0
42100.0,-1548.0,25000.0,39000.0,40552.0
42100.0,-1548.0,25000.0,39000.0,40552.0
42100.0,-1548.0,25000.0,39000.0,40552.0
42100.0,-1548.0,25000.0,39000.0,40552.0
0.0,14280.0,0.0,12500.0,14280.0
0.0,14170.0,0.0,12400.0,14170.0
0.0,14180.0,0.0,12400.0,14180.0
0.0,14380.0,0.0,12600.0,14380.0
0.0,14380.0,0.0,12600.0,14380.0
890.0,13471.0,0.0,14000.0,14361.0
890.0,13471.0,0.0,14000.0,14361.0
890.0,13461.0,0.0,14000.0,14351.0
890.0,13461.0,0.0,14000.0,14351.0
890.0,13471.0,0.0,14000.0,14361.0
158100.0,-73590.0,84000.0,84000.0,84510.0
158100.0,-68590.0,89000.0,89000.0,89510.0
136100.0,-51595.0,84000.0,84000.0,84505.0
130100.0,-46595.0,83000.0,83000.0,83505.0
116100.0,-31595.0,84000.0,84000.0,84505.0
11600.0,-5380.0,0.0,1000.0,6220.0
11600.0,-5390.0,0.0,1000.0,6210.0
11600.0,-5395.0,0.0,1000.0,6205.0
11600.0,-5395.0,0.0,1000.0,6205.0
11600.0,-5395.0,0.0,1000.0,6205.0
550200.0,-547500.0,0.0,2700.0,2700.0
534000.0,-528400.0,0.0,5600.0,5600.0
564100.0,-560100.0,0.0,4000.0,4000.0
632400.0,-629500.0,0.0,2900.0,2900.0
552870.0,-548870.0,0.0,4000.0,4000.0
2040.0,17280.0,0.0,8100.0,19320.0
2040.0,14880.0,0.0,5700.0,16920.0
2040.0,16980.0,0.0,7800.0,19020.0
2040.0,14580.0,0.0,5400.0,16620.0
1940.0,15680.0,0.0,6400.0,17620.0
20000.0,-500.0,0.0,19000.0,19500.0
20000.0,-500.0,0.0,19000.0,19500.0
20000.0,-500.0,0.0,19000.0,19500.0
20000.0,-500.0,0.0,19000.0,19500.0
20000.0,-500.0,0.0,19000.0,19500.0
587100.0,897100.0,700000.0,1447000.0,1484200.0
586000.0,898200.0,700000.0,1447000.0,1484200.0
585600.0,898600.0,700000.0,1447000.0,1484200.0
587500.0,896700.0,700000.0,1447000.0,1484200.0
585660.0,898540.0,700000.0,1447000.0,1484200.0
101150.0,171900.0,169000.0,182300.0,273050.0
100150.0,177800.0,169000.0,187200.0,277950.0
101550.0,170700.0,169000.0,181500.0,272250.0
99080.0,178270.0,169000.0,186600.0,277350.0
101050.0,171000.0,169000.0,181300.0,272050.0
0.0,39800.0,0.0,14800.0,39800.0
0.0,39800.0,0.0,14800.0,39800.0
0.0,39800.0,0.0,14800.0,39800.0
0.0,39800.0,0.0,14800.0,39800.0
0.0,39800.0,0.0,14800.0,39800.0
64000.0,28890.0,69000.0,81750.0,92890.0
64000.0,30540.0,69000.0,82650.0,94540.0
64000.0,38690.0,69000.0,91950.0,102690.0
64000.0,35420.0,69000.0,88050.0,99420.0
64000.0,32720.0,69000.0,85350.0,96720.0
0.0,100.0,0.0,0.0,100.0
0.0,100.0,0.0,0.0,100.0
0.0,100.0,0.0,0.0,100.0
0.0,100.0,0.0,0.0,100.0
0.0,100.0,0.0,0.0,100.0
7560.0,4750.0,0.0,11300.0,12310.0
8030.0,4100.0,0.0,11300.0,12130.0
8170.0,3790.0,0.0,11300.0,11960.0
16520.0,-4520.0,0.0,11200.0,12000.0
8380.0,3960.0,0.0,11200.0,12340.0
0.0,12300.0,0.0,12100.0,12300.0
0.0,7220.0,0.0,7020.0,7220.0
0.0,7120.0,0.0,6920.0,7120.0
0.0,10600.0,0.0,10400.0,10600.0
0.0,7130.0,0.0,6930.0,7130.0
291120.0,211380.0,450000.0,491000.0,502500.0
291120.0,212380.0,450000.0,492000.0,503500.0
292120.0,210380.0,450000.0,491000.0,502500.0
291120.0,211380.0,450000.0,491000.0,502500.0
291120.0,211380.0,450000.0,491000.0,502500.0
12600.0,-1580.0,0.0,8700.0,11020.0
13600.0,-2680.0,0.0,8600.0,10920.0
13600.0,-2580.0,0.0,8700.0,11020.0
12600.0,-1580.0,0.0,8700.0,11020.0
12600.0,-1680.0,0.0,8600.0,10920.0
23000.0,11200.0,0.0,3600.0,34200.0
23000.0,12200.0,0.0,3600.0,35200.0
23000.0,12100.0,0.0,3500.0,35100.0
23000.0,12100.0,0.0,3500.0,35100.0
23000.0,12200.0,0.0,3600.0,35200.0
232700.0,-221500.0,0.0,3000.0,11200.0
235100.0,-223600.0,0.0,3100.0,11500.0
231000.0,-220400.0,0.0,3100.0,10600.0
227810.0,-217110.0,0.0,3100.0,10700.0
225500.0,-213300.0,0.0,3600.0,12200.0
0.0,38710.0,18000.0,38700.0,38710.0
0.0,39705.0,18000.0,39700.0,39705.0
0.0,38610.0,18000.0,38600.0,38610.0
0.0,38705.0,18000.0,38700.0,38705.0
0.0,38710.0,18000.0,38700.0,38710.0
104000.0,145800.0,158000.0,219300.0,249800.0
103000.0,150900.0,158000.0,223400.0,253900.0
104000.0,150900.0,158000.0,224400.0,254900.0
103000.0,150800.0,158000.0,223300.0,253800.0
103000.0,142700.0,158000.0,215300.0,245700.0
4100.0,244000.0,0.0,103100.0,248100.0
4100.0,246500.0,0.0,105600.0,250600.0
4100.0,244400.0,0.0,103500.0,248500.0
4100.0,246500.0,0.0,105600.0,250600.0
4100.0,245000.0,0.0,104100.0,249100.0
55270.0,701210.0,300000.0,433000.0,756480.0
54210.0,660440.0,300000.0,403700.0,714650.0
54250.0,756920.0,300000.0,417700.0,811170.0
54270.0,701780.0,300000.0,411600.0,756050.0
54290.0,749460.0,300000.0,458300.0,803750.0
332000.0,677000.0,0.0,19000.0,1009000.0
332000.0,533000.0,0.0,19000.0,865000.0
332000.0,464000.0,0.0,19000.0,796000.0
332000.0,782000.0,0.0,19000.0,1114000.0
332000.0,480000.0,0.0,19000.0,812000.0
51400.0,31200.0,0.0,0.0,82600.0
51400.0,32000.0,0.0,0.0,83400.0
51400.0,31200.0,0.0,0.0,82600.0
51400.0,30750.0,0.0,0.0,82150.0
51400.0,32000.0,0.0,0.0,83400.0
200.0,44960.0,40000.0,45000.0,45160.0
200.0,46770.0,40000.0,46200.0,46970.0
200.0,44860.0,40000.0,44900.0,45060.0
200.0,46970.0,40000.0,46500.0,47170.0
200.0,48300.0,40000.0,48100.0,48500.0
520.0,-500.0,0.0,0.0,20.0
520.0,-500.0,0.0,0.0,20.0
520.0,-500.0,0.0,0.0,20.0
520.0,-500.0,0.0,0.0,20.0
510.0,-500.0,0.0,0.0,10.0
18420.0,1000.0,0.0,18400.0,19420.0
18420.0,1500.0,0.0,18900.0,19920.0
18410.0,2710.0,0.0,20100.0,21120.0
18420.0,3000.0,0.0,20400.0,21420.0
18420.0,2900.0,0.0,20300.0,21320.0
12970.0,20230.0,0.0,11000.0,33200.0
12970.0,19230.0,0.0,10000.0,32200.0
12960.0,19240.0,0.0,10000.0,32200.0
12970.0,21230.0,0.0,11000.0,34200.0
12960.0,20240.0,0.0,10000.0,33200.0
41500.0,204100.0,0.0,197600.0,245600.0
41500.0,204100.0,0.0,197600.0,245600.0
41500.0,204100.0,0.0,197600.0,245600.0
41500.0,204100.0,0.0,197600.0,245600.0
41500.0,205100.0,0.0,198600.0,246600.0
1000.0,14950.0,0.0,6200.0,15950.0
1000.0,12150.0,0.0,6100.0,13150.0
1000.0,14950.0,0.0,6100.0,15950.0
1000.0,14850.0,0.0,6100.0,15850.0
1000.0,12350.0,0.0,6200.0,13350.0
16000.0,-5500.0,0.0,0.0,10500.0
16000.0,-5500.0,0.0,0.0,10500.0
16000.0,-5500.0,0.0,0.0,10500.0
16000.0,-5500.0,0.0,0.0,10500.0
16000.0,-5500.0,0.0,0.0,10500.0
3700.0,318820.0,0.0,5000.0,322520.0
3700.0,318820.0,0.0,5000.0,322520.0
3700.0,318820.0,0.0,5000.0,322520.0
3700.0,318820.0,0.0,5000.0,322520.0
3700.0,318820.0,0.0,5000.0,322520.0
4000.0,-3670.0,0.0,0.0,330.0
4000.0,-3680.0,0.0,0.0,320.0
4000.0,-3680.0,0.0,0.0,320.0
4000.0,-3670.0,0.0,0.0,330.0
4000.0,-3680.0,0.0,0.0,320.0
89820.0,-66670.0,0.0,22300.0,23150.0
89410.0,-65360.0,0.0,23200.0,24050.0
89820.0,-65770.0,0.0,23200.0,24050.0
90600.0,-67550.0,0.0,22200.0,23050.0
96200.0,-72150.0,0.0,23200.0,24050.0
0.0,9270.0,0.0,4100.0,9270.0
0.0,9270.0,0.0,4100.0,9270.0
0.0,9270.0,0.0,4100.0,9270.0
0.0,9280.0,0.0,4100.0,9280.0
0.0,9270.0,0.0,4100.0,9270.0
640.0,15365.0,10000.0,13900.0,16005.0
640.0,15365.0,10000.0,13900.0,16005.0
640.0,15565.0,10000.0,14000.0,16205.0
640.0,15365.0,10000.0,13900.0,16005.0
640.0,15565.0,10000.0,14000.0,16205.0
1085000.0,407050.0,600000.0,1400000.0,1492050.0
1085000.0,407050.0,600000.0,1400000.0,1492050.0
1085000.0,407050.0,600000.0,1400000.0,1492050.0
1085000.0,407050.0,600000.0,1400000.0,1492050.0
1085000.0,407050.0,600000.0,1400000.0,1492050.0
141350.0,-107440.0,0.0,22800.0,33910.0
141540.0,-107280.0,0.0,22900.0,34260.0
141060.0,-106430.0,0.0,23800.0,34630.0
141440.0,-106410.0,0.0,23800.0,35030.0
141220.0,-107590.0,0.0,22900.0,33630.0
700.0,0.0,0.0,0.0,700.0
700.0,0.0,0.0,0.0,700.0
700.0,10.0,0.0,0.0,710.0
700.0,10.0,0.0,0.0,710.0
700.0,10.0,0.0,0.0,710.0
0.0,6701.0,0.0,6700.0,6701.0
0.0,6601.0,0.0,6600.0,6601.0
0.0,6601.0,0.0,6600.0,6601.0
0.0,6701.0,0.0,6700.0,6701.0
0.0,6601.0,0.0,6600.0,6601.0
151485.0,722595.0,171000.0,865900.0,874080.0
153780.0,591200.0,172000.0,736800.0,744980.0
153900.0,639980.0,171000.0,785700.0,793880.0
153830.0,416250.0,172000.0,561900.0,570080.0
153920.0,580060.0,171000.0,725800.0,733980.0
26100.0,-5680.0,0.0,19700.0,20420.0
25100.0,-3670.0,0.0,20700.0,21430.0
25100.0,-3670.0,0.0,20700.0,21430.0
26000.0,-5580.0,0.0,19700.0,20420.0
25100.0,-4670.0,0.0,19700.0,20430.0
0.0,890.0,0.0,0.0,890.0
0.0,890.0,0.0,0.0,890.0
0.0,890.0,0.0,0.0,890.0
0.0,900.0,0.0,0.0,900.0
0.0,890.0,0.0,0.0,890.0
276900.0,64000.0,290000.0,335500.0,340900.0
276900.0,64000.0,290000.0,335500.0,340900.0
276900.0,64000.0,290000.0,335500.0,340900.0
276900.0,64000.0,290000.0,335500.0,340900.0
276900.0,64000.0,290000.0,335500.0,340900.0
20000.0,-13698.0,0.0,3700.0,6302.0
20000.0,-13698.0,0.0,3700.0,6302.0
20000.0,-11998.0,0.0,5400.0,8002.0
20000.0,-12898.0,0.0,4500.0,7102.0
20000.0,-13698.0,0.0,3700.0,6302.0
79000.0,251180.0,173000.0,206080.0,330180.0
79000.0,276400.0,173000.0,231300.0,355400.0
79000.0,279500.0,173000.0,234400.0,358500.0
79000.0,251180.0,173000.0,206080.0,330180.0
79000.0,278400.0,173000.0,233300.0,357400.0
40.0,79800.0,75000.0,79800.0,79840.0
40.0,79800.0,75000.0,79800.0,79840.0
40.0,79800.0,75000.0,79800.0,79840.0
40.0,79800.0,75000.0,79800.0,79840.0
40.0,79800.0,75000.0,79800.0,79840.0
0.0,866000.0,316000.0,316000.0,866000.0
0.0,700000.0,300000.0,300000.0,700000.0
0.0,658000.0,308000.0,308000.0,658000.0
0.0,980000.0,330000.0,330000.0,980000.0
0.0,697000.0,347000.0,347000.0,697000.0
147000.0,374500.0,230000.0,421000.0,521500.0
147000.0,375500.0,230000.0,422000.0,522500.0
147000.0,375500.0,230000.0,422000.0,522500.0
147000.0,374500.0,230000.0,421000.0,521500.0
147000.0,374500.0,230000.0,421000.0,521500.0
23000.0,28560.0,0.0,51400.0,51560.0
23000.0,30260.0,0.0,53100.0,53260.0
22000.0,31160.0,0.0,53000.0,53160.0
22000.0,30760.0,0.0,52600.0,52760.0
23000.0,30860.0,0.0,53700.0,53860.0
1100.0,127610.0,120000.0,120000.0,128710.0
1100.0,127570.0,120000.0,120000.0,128670.0
1100.0,127740.0,120000.0,120000.0,128840.0
1100.0,127600.0,120000.0,120000.0,128700.0
1100.0,127620.0,120000.0,120000.0,128720.0
215000.0,381970.0,300000.0,442100.0,596970.0
207630.0,333440.0,300000.0,429500.0,541070.0
211590.0,241280.0,300000.0,417000.0,452870.0
205540.0,389910.0,300000.0,423900.0,595450.0
226000.0,343680.0,300000.0,437500.0,569680.0
21180.0,4020.0,0.0,16400.0,25200.0
21180.0,4020.0,0.0,16400.0,25200.0
21180.0,4020.0,0.0,16400.0,25200.0
21170.0,4030.0,0.0,16400.0,25200.0
21180.0,4020.0,0.0,16400.0,25200.0
300.0,17911.0,0.0,16000.0,18211.0
300.0,18906.0,0.0,17000.0,19206.0
300.0,17906.0,0.0,16000.0,18206.0
300.0,17911.0,0.0,16000.0,18211.0
300.0,18906.0,0.0,17000.0,19206.0
0.0,13100.0,0.0,10000.0,13100.0
0.0,14100.0,0.0,11000.0,14100.0
0.0,13100.0,0.0,10000.0,13100.0
0.0,14100.0,0.0,11000.0,14100.0
0.0,14100.0,0.0,11000.0,14100.0
52000.0,-43500.0,0.0,7000.0,8500.0
51280.0,-42780.0,0.0,7000.0,8500.0
51260.0,-42760.0,0.0,7000.0,8500.0
52300.0,-43800.0,0.0,7000.0,8500.0
53600.0,-45100.0,0.0,7000.0,8500.0
300300.0,-32050.0,238000.0,267500.0,268250.0
300600.0,-33350.0,238000.0,266500.0,267250.0
300800.0,-32450.0,238000.0,267600.0,268350.0
300300.0,-33050.0,238000.0,266500.0,267250.0
300100.0,-31850.0,238000.0,267500.0,268250.0
193000.0,55250.0,197000.0,241000.0,248250.0
199000.0,400.0,143000.0,187000.0,199400.0
141000.0,54500.0,142000.0,186000.0,195500.0
180000.0,18850.0,147000.0,191000.0,198850.0
176000.0,123550.0,248000.0,292000.0,299550.0
90580.0,68490.0,52000.0,119900.0,159070.0
102770.0,94770.0,90000.0,158000.0,197540.0
98780.0,59620.0,51000.0,118900.0,158400.0
117770.0,43400.0,55000.0,122900.0,161170.0
120570.0,73880.0,86000.0,154900.0,194450.0
1200.0,15250.0,0.0,14800.0,16450.0
4000.0,12400.0,0.0,14900.0,16400.0
4300.0,11940.0,0.0,14900.0,16240.0
4300.0,12820.0,0.0,15800.0,17120.0
4600.0,12900.0,0.0,15900.0,17500.0
0.0,2100.0,0.0,400.0,2100.0
0.0,2100.0,0.0,400.0,2100.0
0.0,2100.0,0.0,400.0,2100.0
0.0,2100.0,0.0,400.0,2100.0
0.0,2100.0,0.0,400.0,2100.0
190410.0,88120.0,243000.0,269600.0,278530.0
190400.0,85030.0,243000.0,266500.0,275430.0
190410.0,90710.0,243000.0,272200.0,281120.0
190410.0,87320.0,243000.0,268800.0,277730.0
190400.0,80400.0,243000.0,261880.0,270800.0
92200.0,-20548.0,0.0,69000.0,71652.0
92200.0,-38148.0,0.0,51400.0,54052.0
92200.0,-31348.0,0.0,58100.0,60852.0
91200.0,-22448.0,0.0,66000.0,68752.0
91200.0,-20548.0,0.0,68000.0,70652.0
162200.0,-140890.0,0.0,14800.0,21310.0
165200.0,-144740.0,0.0,14800.0,20460.0
146200.0,-125500.0,0.0,14800.0,20700.0
145200.0,-125200.0,0.0,14800.0,20000.0
147300.0,-127800.0,0.0,14800.0,19500.0
9460.0,6540.0,0.0,15000.0,16000.0
9250.0,6750.0,0.0,15000.0,16000.0
9660.0,6340.0,0.0,15000.0,16000.0
9270.0,6730.0,0.0,15000.0,16000.0
9270.0,5730.0,0.0,14000.0,15000.0
44500.0,50200.0,70000.0,92600.0,94700.0
48500.0,46200.0,70000.0,92600.0,94700.0
49500.0,45200.0,70000.0,92600.0,94700.0
44500.0,50200.0,70000.0,92600.0,94700.0
44500.0,50200.0,70000.0,92600.0,94700.0
15000.0,25910.0,0.0,14000.0,40910.0
15000.0,25905.0,0.0,14000.0,40905.0
15000.0,25810.0,0.0,14000.0,40810.0
15000.0,25905.0,0.0,14000.0,40905.0
15000.0,25805.0,0.0,14000.0,40805.0
150640.0,216960.0,0.0,338900.0,367600.0
150530.0,221970.0,0.0,342800.0,372500.0
150730.0,224870.0,0.0,346900.0,375600.0
151840.0,212560.0,0.0,335700.0,364400.0
141340.0,234060.0,0.0,346700.0,375400.0
193290.0,64620.0,199000.0,201800.0,257910.0
193290.0,64620.0,199000.0,201800.0,257910.0
193390.0,64520.0,199000.0,201800.0,257910.0
193290.0,64720.0,199000.0,201800.0,258010.0
193290.0,64620.0,199000.0,201800.0,257910.0
0.0,4000.0,0.0,3100.0,4000.0
0.0,4000.0,0.0,3100.0,4000.0
0.0,4100.0,0.0,3200.0,4100.0
0.0,4000.0,0.0,3100.0,4000.0
0.0,4000.0,0.0,3100.0,4000.0
235150.0,261860.0,475000.0,493000.0,497010.0
234150.0,263860.0,475000.0,494000.0,498010.0
235150.0,262860.0,475000.0,494000.0,498010.0
235150.0,262860.0,475000.0,494000.0,498010.0
234150.0,263860.0,475000.0,494000.0,498010.0
15800.0,73560.0,60000.0,89000.0,89360.0
15800.0,64800.0,60000.0,78850.0,80600.0
16700.0,67650.0,60000.0,82300.0,84350.0
16800.0,67520.0,60000.0,84000.0,84320.0
15800.0,64160.0,60000.0,79620.0,79960.0
25400.0,16530.0,17000.0,41700.0,41930.0
25400.0,16530.0,17000.0,41700.0,41930.0
25400.0,16530.0,17000.0,41700.0,41930.0
25500.0,17525.0,17000.0,42800.0,43025.0
25400.0,17630.0,17000.0,42800.0,43030.0
77600.0,254970.0,200000.0,289200.0,332570.0
77600.0,254870.0,200000.0,289100.0,332470.0
77600.0,254970.0,200000.0,289200.0,332570.0
77600.0,254970.0,200000.0,289200.0,332570.0
77600.0,255870.0,200000.0,289100.0,333470.0
68730.0,22110.0,0.0,6100.0,90840.0
68630.0,21890.0,0.0,6100.0,90520.0
68730.0,22060.0,0.0,6100.0,90790.0
68730.0,22100.0,0.0,6100.0,90830.0
68630.0,21970.0,0.0,6100.0,90600.0
4180.0,22620.0,0.0,14500.0,26800.0
4170.0,22630.0,0.0,14500.0,26800.0
4170.0,22630.0,0.0,14500.0,26800.0
4180.0,23620.0,0.0,14500.0,27800.0
4180.0,21620.0,0.0,14500.0,25800.0
0.0,31000.0,0.0,7000.0,31000.0
0.0,31000.0,0.0,7000.0,31000.0
0.0,31000.0,0.0,7000.0,31000.0
0.0,31000.0,0.0,7000.0,31000.0
0.0,31000.0,0.0,7000.0,31000.0
1300.0,-800.0,0.0,0.0,500.0
1300.0,-800.0,0.0,0.0,500.0
1300.0,-800.0,0.0,0.0,500.0
1310.0,-810.0,0.0,0.0,500.0
1310.0,-810.0,0.0,0.0,500.0
275500.0,239400.0,400000.0,461500.0,514900.0
275500.0,239400.0,400000.0,461500.0,514900.0
275500.0,238400.0,400000.0,460500.0,513900.0
275500.0,238400.0,400000.0,460500.0,513900.0
275500.0,238400.0,400000.0,460500.0,513900.0
1020.0,8380.0,0.0,8100.0,9400.0
1030.0,8470.0,0.0,8200.0,9500.0
1020.0,8380.0,0.0,8100.0,9400.0
1030.0,8370.0,0.0,8100.0,9400.0
1030.0,8370.0,0.0,8100.0,9400.0
11100.0,4220.0,0.0,12800.0,15320.0
10900.0,5350.0,0.0,11730.0,16250.0
13300.0,16520.0,0.0,14800.0,29820.0
13200.0,13120.0,0.0,14300.0,26320.0
11000.0,6670.0,0.0,16400.0,17670.0
8300.0,-2100.0,0.0,5800.0,6200.0
8300.0,-2100.0,0.0,5800.0,6200.0
8300.0,-2000.0,0.0,5900.0,6300.0
8300.0,-2100.0,0.0,5800.0,6200.0
8300.0,-2100.0,0.0,5800.0,6200.0
137500.0,112650.0,215000.0,248000.0,250150.0
137500.0,114550.0,215000.0,249900.0,252050.0
137500.0,113650.0,215000.0,249000.0,251150.0
137500.0,124550.0,215000.0,259900.0,262050.0
136500.0,105750.0,215000.0,240100.0,242250.0
0.0,4301.0,0.0,4300.0,4301.0
0.0,4301.0,0.0,4300.0,4301.0
0.0,4301.0,0.0,4300.0,4301.0
0.0,4301.0,0.0,4300.0,4301.0
0.0,4301.0,0.0,4300.0,4301.0
41000.0,147400.0,151000.0,174000.0,188400.0
47000.0,149350.0,161000.0,185000.0,196350.0
39000.0,157430.0,162000.0,185000.0,196430.0
48000.0,153370.0,165000.0,189000.0,201370.0
44000.0,153420.0,162000.0,186000.0,197420.0
1200.0,18500.0,0.0,9500.0,19700.0
1900.0,17800.0,0.0,9500.0,19700.0
2000.0,17600.0,0.0,9400.0,19600.0
2500.0,17200.0,0.0,9500.0,19700.0
1100.0,18500.0,0.0,9400.0,19600.0
18600.0,131670.0,0.0,39000.0,150270.0
18600.0,131670.0,0.0,39000.0,150270.0
18600.0,132670.0,0.0,40000.0,151270.0
18600.0,130670.0,0.0,38000.0,149270.0
18600.0,131670.0,0.0,39000.0,150270.0
215900.0,270401.0,478000.0,482800.0,486301.0
216000.0,270301.0,478000.0,482800.0,486301.0
215900.0,270401.0,478000.0,482800.0,486301.0
215900.0,270401.0,478000.0,482800.0,486301.0
215900.0,270301.0,478000.0,482700.0,486201.0
158860.0,131980.0,200000.0,268100.0,290840.0
154360.0,136480.0,200000.0,268100.0,290840.0
159060.0,132780.0,200000.0,269100.0,291840.0
